"species","distance","core_genome","soft_core_genome","shell_genome","cloud_genome","pangenome","indelrates"
"mtuber",0.65889,3651,159,428,533,4771,4.810806
"mtuber",0.68612,3631,169,432,423,4655,4.694488
"mtuber",0.60488,3649,164,384,419,4616,5.064862
"mtuber",0.69936,3628,164,482,621,4895,4.314025
"mtuber",0.5596,3680,136,390,453,4659,6.826142
"mtuber",0.62476,3648,157,433,499,4737,4.962647
"mtuber",0.63765,3633,168,415,491,4707,4.875082
"mtuber",0.37787,3694,132,390,379,4595,8.336807
"mtuber",0.6057,3645,166,401,499,4711,5.278123
"mtuber",0.57845,3673,153,388,370,4584,6.859439
"mtuber",0.54539,3703,137,338,414,4592,6.688802
"mtuber",0.44929,3684,145,398,426,4653,7.578868
"mtuber",0.52672,3666,147,418,529,4760,5.798182
"mtuber",0.61717,3689,128,402,508,4727,4.584443
"mtuber",0.46499,3684,137,388,415,4624,6.186354
"mtuber",0.68788,3679,131,430,407,4647,4.744414
"mtuber",0.64292,3588,198,460,574,4820,5.154908
"mtuber",0.58595,3659,151,409,422,4641,4.968638
"mtuber",0.45268,3693,147,374,412,4626,6.69653
"mtuber",0.61493,3640,177,393,403,4613,4.888823
"mtuber",0.52017,3675,169,370,474,4688,7.758933
"mtuber",0.62083,3626,164,453,593,4836,6.426658
"mtuber",0.55573,3670,165,377,436,4648,6.254242
"mtuber",0.49871,3643,160,385,450,4638,5.957001
"mtuber",0.62963,3620,167,462,526,4775,5.43437
"mtuber",0.63331,3653,154,414,482,4703,6.056527
"mtuber",0.64247,3652,141,425,496,4714,4.130239
"mtuber",0.56292,3685,144,369,441,4639,6.367185
"mtuber",0.49743,3686,148,388,471,4693,6.174377
"mtuber",0.67621,3575,203,491,543,4812,4.532569
"mtuber",0.68746,3625,180,424,549,4778,4.653008
"mtuber",0.49682,3695,141,340,342,4518,6.555554
"mtuber",0.51324,3632,191,401,497,4721,8.067509
"mtuber",0.58225,3617,191,428,527,4763,6.311975
"mtuber",0.56269,3642,172,412,495,4721,6.40669
"mtuber",0.62208,3626,163,480,579,4848,5.733928
"mtuber",0.41702,3700,156,316,328,4500,6.658694
"mtuber",0.39971,3665,171,371,464,4671,7.821702
"mtuber",0.56132,3666,146,411,436,4659,6.590513
"mtuber",0.58305,3623,157,467,549,4796,5.514506
"mtuber",0.63399,3665,140,425,498,4728,4.528763
"mtuber",0.41057,3707,131,342,442,4622,6.844474
"mtuber",0.63132,3671,141,400,493,4705,5.016782
"mtuber",0.49795,3675,150,361,369,4555,6.366665
"mtuber",0.50438,3676,138,400,482,4696,6.085388
"mtuber",0.71971,3585,186,531,595,4897,4.497066
"mtuber",0.48054,3672,145,380,420,4617,7.041426
"mtuber",0.65774,3646,143,433,506,4728,4.856356
"mtuber",0.50479,3660,138,459,527,4784,5.736194
"mtuber",0.61679,3609,203,409,460,4681,4.87402
"spyogenes",1.68896,1357,35,846,795,3033,1.447923
"spyogenes",1.53706,1325,51,967,913,3256,1.348861
"spyogenes",1.89597,1305,58,900,1146,3409,1.360281
"spyogenes",1.72405,1312,66,935,1066,3379,1.379443
"spyogenes",1.86239,1326,53,853,1146,3378,1.321391
"spyogenes",1.89776,1298,63,1011,1037,3409,1.316481
"spyogenes",1.45826,1341,55,943,852,3191,1.444891
"spyogenes",1.90566,1293,91,864,1180,3428,1.320059
"spyogenes",1.42823,1332,56,947,868,3203,1.386379
"spyogenes",1.93938,1290,69,844,1109,3312,1.349735
"spyogenes",1.8567,1309,61,961,1075,3406,1.252987
"spyogenes",1.75486,1287,69,850,1289,3495,1.284709
"spyogenes",1.69773,1308,61,997,987,3353,1.381558
"spyogenes",1.57597,1307,57,947,955,3266,1.306691
"spyogenes",2.05651,1278,73,1087,1249,3687,1.349701
"spyogenes",1.96836,1343,44,922,972,3281,1.347329
"spyogenes",1.95866,1310,58,1044,1095,3507,1.178562
"spyogenes",1.59779,1324,44,940,950,3258,1.372484
"spyogenes",1.84949,1325,52,824,1088,3289,1.377337
"spyogenes",1.67977,1322,49,963,1045,3379,1.346973
"spyogenes",1.69991,1334,42,926,1009,3311,1.300476
"spyogenes",1.76534,1324,56,912,951,3243,1.361435
"spyogenes",1.67247,1339,55,870,860,3124,1.392946
"spyogenes",2.02935,1321,51,896,1196,3464,1.274301
"spyogenes",1.79042,1312,75,877,1049,3313,1.35583
"spyogenes",2.22467,1279,75,919,1208,3481,1.246347
"spyogenes",1.82758,1333,51,935,1030,3349,1.336864
"spyogenes",1.64613,1350,39,898,836,3123,1.401017
"spyogenes",1.53867,1316,51,988,911,3266,1.290962
"spyogenes",1.6897,1335,38,957,1074,3404,1.373891
"spyogenes",1.87593,1311,53,990,1083,3437,1.308925
"spyogenes",1.71755,1339,38,997,971,3345,1.376467
"spyogenes",1.92005,1285,68,1028,1066,3447,1.364638
"spyogenes",1.50063,1315,56,989,808,3168,1.366705
"spyogenes",1.69365,1302,68,813,1064,3247,1.357082
"spyogenes",1.93839,1309,58,934,1178,3479,1.350539
"spyogenes",1.90736,1336,49,960,933,3278,1.343437
"spyogenes",1.91411,1312,67,899,1164,3442,1.37078
"spyogenes",2.15106,1278,79,954,1387,3698,1.256056
"spyogenes",1.71481,1295,62,978,1172,3507,1.379024
"spyogenes",1.92246,1309,48,910,1191,3458,1.377873
"spyogenes",1.68212,1323,63,871,931,3188,1.39262
"spyogenes",1.83351,1307,68,938,1029,3342,1.365676
"spyogenes",1.93391,1287,72,935,1223,3517,1.251307
"spyogenes",1.97412,1310,67,843,1190,3410,1.279177
"spyogenes",1.97712,1316,67,910,1228,3521,1.390804
"spyogenes",1.86514,1314,77,780,1172,3343,1.309518
"spyogenes",1.81806,1296,64,958,1054,3372,1.328171
"spyogenes",2.0451,1301,66,938,1024,3329,1.328321
"spyogenes",1.89254,1340,32,925,1088,3385,1.397702
"spyogenes",1.73641,1318,66,920,1018,3322,1.448305
"spyogenes",2.00161,1309,67,908,1106,3390,1.300959
"spyogenes",1.76932,1288,73,872,1117,3350,1.286514
"spyogenes",1.61031,1301,67,870,1186,3424,1.307484
"spyogenes",1.61579,1328,45,867,1137,3377,1.331734
"spyogenes",1.76938,1308,62,1003,1038,3411,1.360625
"spyogenes",1.53191,1354,42,925,871,3192,1.394869
"spyogenes",1.42912,1337,40,1038,906,3321,1.383706
"spyogenes",2.03968,1311,59,989,1025,3384,1.421448
"spyogenes",2.10928,1288,77,898,1326,3589,1.273729
"spyogenes",1.69598,1315,54,898,1157,3424,1.304523
"spyogenes",1.79478,1326,52,992,855,3225,1.388397
"spyogenes",1.97885,1296,60,933,1211,3500,1.35474
"spyogenes",1.90367,1336,52,921,1100,3409,1.337783
"spyogenes",1.85172,1332,49,991,1011,3383,1.353712
"spyogenes",2.16998,1292,68,898,1324,3582,1.300968
"spyogenes",1.6074,1326,60,936,992,3314,1.290862
"spyogenes",1.75066,1287,76,925,1136,3424,1.339122
"spyogenes",2.00435,1326,53,880,1038,3297,1.295436
"spyogenes",1.96977,1283,66,1014,1247,3610,1.273193
"spyogenes",1.85141,1317,46,964,1190,3517,1.450828
"spyogenes",1.74022,1301,56,811,1163,3331,1.245585
"spyogenes",2.16158,1295,73,973,1149,3490,1.297567
"spyogenes",1.97195,1305,67,935,1085,3392,1.325104
"spyogenes",1.98127,1312,67,836,1304,3519,1.288075
"spyogenes",1.85774,1315,70,930,1029,3344,1.419539
"spyogenes",2.12639,1297,75,939,1087,3398,1.332005
"spyogenes",1.94555,1316,65,1057,1018,3456,1.289362
"spyogenes",1.90332,1334,47,941,1035,3357,1.376108
"spyogenes",1.55963,1343,56,926,739,3064,1.349372
"spyogenes",2.09128,1302,78,850,1288,3518,1.309479
"spyogenes",1.99622,1328,41,881,1100,3350,1.27546
"spyogenes",2.01163,1312,65,843,1145,3365,1.414444
"spyogenes",1.81427,1334,52,874,950,3210,1.43368
"spyogenes",1.99432,1310,59,928,1090,3387,1.247832
"spyogenes",1.65676,1307,54,1075,968,3404,1.300133
"spyogenes",1.76479,1325,43,849,1034,3251,1.277032
"spyogenes",1.83594,1315,69,1001,1100,3485,1.433148
"spyogenes",1.84252,1304,61,978,1116,3459,1.303561
"spyogenes",1.80317,1317,46,940,1056,3359,1.405998
"spyogenes",1.95746,1311,71,870,1066,3318,1.314706
"spyogenes",1.74296,1329,37,863,1141,3370,1.333943
"spyogenes",1.81487,1316,52,862,1149,3379,1.426073
"spyogenes",2.0342,1325,44,931,1155,3455,1.321987
"spyogenes",2.06133,1301,60,947,1200,3508,1.219077
"spyogenes",1.95029,1308,60,942,1182,3492,1.352095
"spyogenes",1.93933,1284,77,944,1247,3552,1.314751
"spyogenes",1.78541,1329,54,840,1083,3306,1.332465
"spyogenes",1.9912,1311,78,965,1036,3390,1.373998
"spyogenes",1.96092,1293,60,996,1060,3409,1.279019
"cjejuni",1.42983,1291,28,834,954,3107,1.037703
"cjejuni",1.80392,1250,65,927,1324,3566,0.8887024
"cjejuni",1.64568,1280,36,937,1228,3481,0.9725928
"cjejuni",1.64095,1279,40,935,1172,3426,0.9486938
"cjejuni",1.86543,1250,62,1005,1167,3484,0.8837908
"cjejuni",2.03316,1246,72,894,1534,3746,0.7668978
"cjejuni",1.82195,1213,82,1144,1437,3876,0.9211611
"cjejuni",1.91459,1248,49,841,1190,3328,0.7902286
"cjejuni",1.9282,1228,63,977,1432,3700,0.9019604
"cjejuni",1.67362,1218,63,1077,1111,3469,0.9598944
"cjejuni",1.76196,1235,78,939,1199,3451,0.931427
"cjejuni",1.75412,1239,66,1036,1089,3430,0.969684
"cjejuni",1.62661,1240,119,779,1221,3359,1.005195
"cjejuni",1.80197,1246,66,943,1066,3321,0.8463849
"cjejuni",1.74032,1255,49,1055,1128,3487,0.9299724
"cjejuni",1.763,1229,77,1076,1203,3585,0.9444433
"cjejuni",1.67851,1289,55,834,1171,3349,0.9217638
"cjejuni",1.6989,1234,78,974,1007,3293,0.9750864
"cjejuni",1.88554,1244,91,857,1477,3669,0.8844515
"cjejuni",1.95807,1242,69,1002,1225,3538,0.8852155
"cjejuni",1.41503,1303,60,756,1329,3448,1.07415
"cjejuni",1.39105,1284,81,756,1242,3363,1.147725
"cjejuni",1.50867,1253,52,985,1169,3459,1.108952
"cjejuni",1.85506,1218,75,1156,1192,3641,0.9174693
"cjejuni",1.80918,1245,66,850,1332,3493,0.9103085
"cjejuni",1.55123,1277,64,757,1182,3280,0.9480021
"cjejuni",1.7126,1266,38,997,1159,3460,0.9721078
"cjejuni",1.78322,1248,58,971,1254,3531,0.9110002
"cjejuni",2.0484,1236,74,813,1281,3404,0.7778063
"cjejuni",1.84946,1212,74,1097,1114,3497,0.8600309
"cjejuni",2.07525,1216,84,1011,1474,3785,0.7933827
"cjejuni",1.94448,1204,126,896,1345,3571,0.9000592
"cjejuni",1.2954,1295,67,818,1127,3307,1.303554
"cjejuni",2.03283,1242,73,902,1340,3557,0.7800774
"cjejuni",1.9196,1256,42,960,1347,3605,0.863865
"cjejuni",1.82599,1253,56,1011,1175,3495,0.8814241
"cjejuni",1.48687,1260,70,922,1012,3264,1.176888
"cjejuni",1.61999,1251,54,958,1171,3434,1.023701
"cjejuni",1.96224,1237,57,904,1557,3755,0.8361566
"cjejuni",1.82133,1243,95,961,1203,3502,0.9410027
"cjejuni",1.63617,1285,40,979,1018,3322,0.9625532
"cjejuni",1.77926,1254,49,897,1323,3523,0.923636
"cjejuni",1.72675,1247,69,1005,964,3285,0.9847943
"cjejuni",1.96472,1243,97,885,1486,3711,0.8415337
"cjejuni",1.70666,1252,59,927,1134,3372,0.9024174
"cjejuni",1.89957,1268,49,873,1168,3358,0.816877
"cjejuni",1.75647,1213,86,1099,1124,3522,0.9772957
"cjejuni",1.82016,1232,102,834,1355,3523,0.8612994
"cjejuni",2.0457,1246,89,1013,1201,3549,0.8442635
"cjejuni",1.82831,1255,50,1062,1135,3502,0.8931568
"cjejuni",1.51431,1278,44,993,930,3245,1.04678
"cjejuni",1.72925,1241,94,805,1251,3391,0.9386406
"cjejuni",1.95225,1214,83,1018,1478,3793,0.8415801
"cjejuni",1.92801,1257,47,1043,1166,3513,0.8302552
"cjejuni",1.64222,1265,52,797,1409,3523,0.983468
"cjejuni",1.72822,1237,74,874,1254,3439,0.8659559
"cjejuni",1.68942,1278,33,874,1327,3512,0.9437206
"cjejuni",1.94062,1257,94,762,1414,3527,0.8253823
"cjejuni",1.92397,1241,74,911,1157,3383,0.8111321
"cjejuni",1.46808,1291,26,840,1068,3225,1.019008
"cjejuni",1.92135,1258,75,800,1299,3432,0.8165387
"cjejuni",1.8439,1249,56,956,1309,3570,0.8797804
"cjejuni",1.79369,1255,61,873,1302,3491,0.9123854
"cjejuni",1.51848,1264,46,1018,831,3159,1.033101
"cjejuni",1.54989,1235,77,1049,928,3289,1.113431
"cjejuni",1.68623,1260,70,817,1219,3366,0.9091001
"cjejuni",1.78438,1259,32,928,1211,3430,0.8834573
"cjejuni",1.32288,1287,30,874,1004,3195,1.175586
"cjejuni",1.81186,1249,62,910,1377,3598,0.8820489
"cjejuni",1.92624,1247,89,889,1264,3489,0.8272521
"cjejuni",1.60182,1263,61,1070,1037,3431,1.000987
"cjejuni",2.23134,1255,73,908,1408,3644,0.7578458
"cjejuni",1.77501,1271,49,877,1121,3318,0.8786011
"cjejuni",1.70262,1240,77,982,1020,3319,1.013464
"cjejuni",1.79869,1273,53,896,1294,3516,0.8959135
"cjejuni",1.95871,1238,65,1037,1144,3484,0.8177882
"cjejuni",1.62532,1245,69,1052,1144,3510,1.065519
"cjejuni",1.53243,1262,67,1048,1091,3468,1.190651
"cjejuni",1.46826,1245,51,973,1062,3331,1.125598
"cjejuni",1.78678,1254,60,974,1124,3412,0.975651
"cjejuni",1.48328,1285,52,989,1072,3398,1.121725
"cjejuni",1.72169,1260,61,879,968,3168,0.9433164
"cjejuni",1.57307,1259,68,869,1150,3346,1.095615
"cjejuni",1.54128,1280,34,951,986,3251,1.0149
"cjejuni",1.6788,1281,55,926,1197,3459,0.946121
"cjejuni",1.38095,1307,39,798,1054,3198,1.152316
"cjejuni",1.80785,1266,33,1048,1149,3496,0.8988163
"cjejuni",1.70277,1272,32,857,1077,3238,0.9236841
"cjejuni",1.66855,1235,65,1055,970,3325,0.9780736
"cjejuni",1.77857,1263,52,933,1247,3495,0.862937
"cjejuni",1.688,1256,79,849,1106,3290,0.9229459
"cjejuni",1.92451,1262,68,982,1265,3577,0.8591093
"cjejuni",1.64208,1268,62,854,1085,3269,0.9865068
"cjejuni",1.89019,1239,58,939,1272,3508,0.8749458
"cjejuni",1.89837,1269,38,1048,1331,3686,0.8580062
"cjejuni",1.81325,1252,45,1030,1272,3599,0.984141
"cjejuni",1.46509,1243,99,815,1161,3318,1.235287
"cjejuni",1.63559,1237,71,1041,1248,3597,1.074115
"cjejuni",1.8903,1245,68,958,1231,3502,0.8660841
"cjejuni",1.9572,1246,59,943,1211,3459,0.8129706
"lmono",2.87079,2186,58,1305,1441,4990,0.9887995
"lmono",2.87917,2212,44,1417,1359,5032,0.9587156
"lmono",2.9151,2203,51,1436,1487,5177,1.001308
"lmono",2.7146,2192,46,1436,1084,4758,1.123264
"lmono",2.84049,2202,59,1495,1225,4981,1.120183
"lmono",2.79382,2202,43,1485,1319,5049,1.296899
"lmono",2.77312,2216,38,1320,1555,5129,1.142775
"lmono",2.76045,2202,66,1378,1373,5019,1.161919
"lmono",2.91936,2194,45,1463,1402,5104,0.9046288
"lmono",2.88955,2208,52,1424,1157,4841,0.9100397
"lmono",2.98269,2168,74,1319,1363,4924,0.6976466
"lmono",2.91899,2194,53,1435,1259,4941,0.9782777
"lmono",2.81816,2200,47,1360,1255,4862,0.9633465
"lmono",2.82466,2181,50,1453,1524,5208,1.180755
"lmono",2.69989,2204,51,1410,1074,4739,1.314153
"lmono",2.88371,2205,33,1373,1492,5103,0.9982324
"lmono",2.96144,2195,53,1538,1477,5263,0.8699272
"lmono",2.77523,2216,47,1459,1427,5149,1.305578
"lmono",2.91163,2189,65,1441,1485,5180,1.022281
"lmono",2.92671,2157,66,1404,1657,5284,1.089487
"lmono",2.85317,2207,41,1322,1443,5013,1.027409
"lmono",2.51232,2215,22,1524,887,4648,2.297188
"lmono",2.78312,2198,44,1434,1545,5221,1.183018
"lmono",2.90521,2186,60,1546,1314,5106,1.046726
"lmono",2.90677,2192,54,1455,1259,4960,0.9311464
"lmono",2.87815,2217,82,1371,1356,5026,1.031953
"lmono",2.821,2168,59,1314,1316,4857,1.050796
"lmono",2.83413,2188,44,1455,1402,5089,1.087285
"lmono",2.84165,2188,43,1510,1388,5129,1.136639
"lmono",3.03491,2178,63,1346,1383,4970,0.7687972
"lmono",2.94948,2194,61,1349,1455,5059,0.9109999
"lmono",2.73725,2180,55,1540,1502,5277,1.383505
"lmono",2.68323,2179,51,1501,1215,4946,1.311798
"lmono",2.86848,2205,46,1409,1184,4844,1.037628
"lmono",2.8319,2189,44,1414,1308,4955,1.203264
"lmono",2.88992,2199,55,1422,1314,4990,0.9863163
"lmono",2.96129,2195,59,1408,1178,4840,0.789587
"lmono",2.67866,2167,53,1465,1365,5050,1.566867
"lmono",2.76937,2199,45,1420,1274,4938,1.021829
"lmono",2.84132,2178,73,1379,1447,5077,1.158182
"lmono",3.07399,2196,67,1300,1613,5176,0.7557632
"lmono",2.86975,2199,49,1448,1118,4814,0.9437508
"lmono",2.8099,2172,58,1363,1544,5137,1.254378
"lmono",2.7564,2170,58,1458,1156,4842,1.056916
"lmono",2.89251,2171,63,1437,1520,5191,1.096696
"lmono",2.78743,2212,42,1487,1174,4915,1.198331
"lmono",2.94881,2183,66,1469,1361,5079,0.9635464
"lmono",2.85655,2196,55,1438,1444,5133,1.127524
"lmono",2.97121,2176,71,1328,1167,4742,0.6744335
"lmono",2.8137,2193,63,1462,1554,5272,1.018657
"lmono",2.9972,2201,58,1404,1412,5075,0.8665655
"lmono",2.84069,2203,58,1393,1042,4696,0.9895238
"lmono",2.85818,2213,50,1375,1119,4757,0.9116181
"lmono",2.73177,2202,45,1412,1145,4804,1.246409
"lmono",2.94498,2190,62,1324,1305,4881,0.61066
"lmono",2.91213,2180,66,1458,1263,4967,0.9137857
"lmono",2.69489,2191,45,1499,1292,5027,1.509401
"lmono",2.86353,2192,62,1457,1459,5170,1.0102
"lmono",2.72174,2217,29,1395,1195,4836,1.335034
"lmono",2.89366,2223,49,1331,1307,4910,0.9222347
"lmono",2.9785,2211,90,1332,1417,5050,0.8678861
"lmono",3.02808,2167,83,1408,1521,5179,0.8183061
"lmono",2.85553,2196,49,1380,1283,4908,1.039254
"lmono",2.6208,2205,46,1552,1313,5116,1.863155
"lmono",2.98197,2186,67,1407,1321,4981,0.9031408
"lmono",2.89842,2174,49,1391,1611,5225,1.134095
"lmono",2.83634,2171,54,1384,1436,5045,1.122794
"lmono",2.83019,2197,41,1393,958,4589,0.8675616
"lmono",2.92609,2194,107,1375,1454,5130,0.9521847
"lmono",2.80378,2200,57,1345,1181,4783,1.210931
"lmono",2.81938,2213,81,1356,1430,5080,1.164465
"lmono",2.95273,2202,62,1334,1258,4856,0.8828267
"lmono",2.69681,2185,51,1575,1424,5235,1.609521
"lmono",2.81384,2227,70,1330,1288,4915,1.148097
"lmono",2.94808,2196,53,1397,1548,5194,0.9273974
"lmono",2.95491,2201,46,1295,1513,5055,0.9209624
"lmono",2.74981,2190,47,1452,1309,4998,1.354521
"lmono",2.98047,2181,72,1575,1432,5260,0.9237852
"lmono",2.71573,2181,57,1444,1298,4980,1.24615
"lmono",2.72436,2215,33,1386,1021,4655,1.143588
"lmono",2.86841,2184,50,1309,1647,5190,1.14117
"lmono",2.76476,2188,36,1540,1141,4905,1.20019
"lmono",2.92949,2195,43,1350,1280,4868,0.8016628
"lmono",2.80446,2171,61,1434,1635,5301,1.208131
"lmono",2.81233,2211,40,1441,1362,5054,1.174116
"lmono",2.77169,2209,46,1384,1168,4807,1.034701
"lmono",3.07831,2175,65,1435,1384,5059,0.6880042
"lmono",2.85781,2182,58,1263,1592,5095,1.189984
"lmono",2.75996,2190,57,1403,1369,5019,1.408773
"lmono",2.79462,2185,61,1384,1311,4941,1.016051
"lmono",2.86808,2193,53,1517,1334,5097,1.090837
"lmono",2.86957,2209,56,1447,1210,4922,1.096568
"lmono",2.91663,2187,52,1336,1177,4752,0.9459062
"lmono",2.86529,2165,65,1352,1503,5085,1.062497
"lmono",2.86345,2186,59,1308,1259,4812,0.9974464
"lmono",2.64203,2193,48,1448,1160,4849,1.411619
"lmono",2.99219,2210,48,1334,1540,5132,0.8188068
"lmono",2.68262,2202,48,1400,1235,4885,1.365914
"lmono",2.73234,2175,59,1348,1508,5090,1.289115
"lmono",2.6964,2200,36,1461,1119,4816,1.33172
"kpneum",1.45563,3951,163,1727,3281,9122,0.9986483
"kpneum",1.06781,4059,182,1489,2685,8415,1.16582
"kpneum",1.44308,3956,200,1820,2592,8568,1.131988
"kpneum",1.35862,3891,278,1613,3058,8840,1.110536
"kpneum",1.19969,3967,220,1664,2558,8409,1.269765
"kpneum",1.01921,4017,219,1557,2469,8262,1.459364
"kpneum",1.10612,3880,293,1433,3286,8892,1.397868
"kpneum",0.86449,3953,209,1813,1998,7973,1.664707
"kpneum",1.69818,3823,309,1747,3790,9669,0.9231533
"kpneum",1.19638,4025,176,1698,2688,8587,1.281984
"kpneum",0.89992,3990,212,1711,2226,8139,1.952185
"kpneum",1.11708,3918,251,1664,2422,8255,1.4009
"kpneum",1.40099,3997,152,1633,2641,8423,1.026609
"kpneum",1.03094,3949,197,1491,2591,8228,1.357615
"kpneum",1.25961,4013,171,1489,2461,8134,1.015536
"kpneum",1.1889,3929,189,1696,2477,8291,1.14875
"kpneum",1.32177,3814,313,1547,3043,8717,1.051696
"kpneum",0.9888,3844,311,1666,2593,8414,1.651538
"kpneum",1.4014,3976,156,1679,2637,8448,0.9668463
"kpneum",0.88923,3884,251,1535,2041,7711,1.707575
"kpneum",1.25587,3960,207,1797,2598,8562,1.206335
"kpneum",0.97833,3934,287,1524,2138,7883,1.398345
"kpneum",0.75442,4022,157,1587,1877,7643,2.284114
"kpneum",0.85799,3947,219,1551,1855,7572,1.538373
"kpneum",1.09911,3893,227,1580,2300,8000,1.214611
"kpneum",1.15037,3942,199,1621,2505,8267,1.340643
"kpneum",1.18504,3866,256,1459,3043,8624,1.297065
"kpneum",1.2149,3915,302,1534,2509,8260,1.26591
"kpneum",1.40925,3998,208,1652,2927,8785,1.099526
"kpneum",1.30993,3921,245,1636,2399,8201,1.120937
"kpneum",1.13772,3857,332,1501,2825,8515,1.425227
"kpneum",1.23536,3988,210,1636,2458,8292,1.112748
"kpneum",1.18654,3917,261,1565,2922,8665,1.138907
"kpneum",1.23478,3951,240,1580,2718,8489,1.119577
"kpneum",0.95811,3922,242,1502,2134,7800,1.455419
"kpneum",1.0496,3911,260,1534,2204,7909,1.654637
"kpneum",1.18198,3928,231,1510,2914,8583,1.182999
"kpneum",1.24058,3997,196,1654,2922,8769,1.144556
"kpneum",1.37475,4064,143,1563,3245,9015,1.106638
"kpneum",0.93238,4023,160,1567,1828,7578,1.801007
"kpneum",1.07332,3997,206,1523,2579,8305,1.30005
"kpneum",1.03267,4025,188,1465,2725,8403,1.363188
"kpneum",1.57541,3937,215,1592,3446,9190,0.9019466
"kpneum",1.09926,4016,109,1637,2139,7901,1.180663
"kpneum",1.31109,3909,229,1554,2827,8519,1.343705
"kpneum",1.19789,3965,269,1393,2352,7979,1.129962
"kpneum",1.41718,3958,173,1661,2557,8349,1.01407
"kpneum",1.12055,4004,205,1471,2825,8505,1.382007
"kpneum",1.22033,3953,228,1482,2670,8333,1.227597
"kpneum",1.37282,3966,223,1523,2754,8466,1.084772
"kpneum",1.45011,3839,247,1761,2853,8700,1.100459
"kpneum",1.34565,3986,224,1546,2947,8703,1.157473
"kpneum",1.20865,3883,242,1643,2533,8301,1.245219
"kpneum",1.45809,3902,265,1625,3159,8951,0.9851278
"kpneum",1.31305,3985,205,1593,2971,8754,1.037558
"kpneum",1.28295,3971,167,1875,2582,8595,1.08718
"kpneum",1.10278,4001,188,1485,2719,8393,1.451387
"kpneum",1.43278,3997,177,1493,3318,8985,1.02439
"kpneum",1.22556,4001,189,1551,3080,8821,1.15695
"kpneum",0.88008,3884,318,1502,2039,7743,1.812379
"kpneum",1.25213,3979,195,1645,2948,8767,1.076823
"kpneum",1.15174,3832,341,1517,2401,8091,1.303892
"kpneum",1.33646,3928,249,1493,2977,8647,1.07882
"kpneum",1.41657,3931,186,1628,2682,8427,0.953312
"kpneum",1.08751,4004,191,1703,2459,8357,1.247965
"kpneum",1.08956,4077,138,1568,2118,7901,1.341307
"kpneum",1.22683,3905,201,1572,2655,8333,1.248259
"kpneum",1.35703,3829,305,1579,2847,8560,1.222988
"kpneum",1.1481,3970,237,1487,3338,9032,1.160008
"kpneum",1.5905,3897,224,1626,3471,9218,0.9765885
"kpneum",0.78199,3977,123,1676,2078,7854,2.229406
"kpneum",1.1757,3885,291,1551,2532,8259,1.364912
"kpneum",1.10873,3966,220,1868,2283,8337,1.414298
"kpneum",1.10906,4007,135,1707,1920,7769,1.331355
"kpneum",0.88335,4051,159,1505,2061,7776,1.74284
"kpneum",1.12953,3962,219,1516,2900,8597,1.422407
"kpneum",1.38328,3943,245,1633,2734,8555,1.053015
"kpneum",1.26518,3970,203,1516,3018,8707,1.245495
"kpneum",1.53869,4006,181,1457,3608,9252,0.9966984
"kpneum",1.42885,4034,130,1592,2649,8405,1.113317
"kpneum",0.91797,4054,185,1376,2210,7825,1.541576
"kpneum",1.27346,3980,168,1593,2942,8683,1.303824
"kpneum",1.30386,3920,220,1542,3070,8752,1.218068
"kpneum",1.09606,4028,172,1813,2332,8345,1.343033
"kpneum",1.2453,3980,224,1522,2646,8372,1.125956
"kpneum",1.02185,3933,255,1552,2355,8095,1.363326
"kpneum",1.10365,3935,202,1746,2209,8092,1.460653
"kpneum",1.55618,4095,92,1586,3321,9094,0.8617799
"kpneum",1.00258,4071,169,1448,2491,8179,1.353238
"kpneum",0.87696,4019,139,1571,2006,7735,1.502128
"kpneum",1.23987,3944,190,1637,2604,8375,1.199469
"kpneum",1.08063,3970,194,1581,2425,8170,1.375459
"kpneum",1.25658,3898,286,1749,2618,8551,1.086845
"kpneum",1.30594,3985,187,1571,2882,8625,1.051463
"kpneum",1.69093,3896,275,1775,3082,9028,0.9265646
"kpneum",1.23395,3967,249,1398,2570,8184,1.175203
"kpneum",1.04044,3955,240,1545,2542,8282,1.393674
"kpneum",1.58216,3863,289,1530,3191,8873,0.9828891
"kpneum",1.17907,4053,93,1708,2311,8165,1.328107
"kpneum",1.28004,3969,213,1523,2937,8642,1.120347
